,Symbol,Year,Quarter,Assets,Debt,Equity,Liabilities,Provisions
296,MIG,2017,2,3281750463892.0,255243351581.0,897931803700.0,2376602725438.0,1262103603981.0
297,MIG,2017,3,3404840141852.0,264486480905.0,903896370127.0,2493715589653.0,1348043743240.0
298,MIG,2017,4,3016134522829.0,208371547925.0,883029708313.0,2125860928362.0,1490293918692.0
299,MIG,2018,1,3187527502595.0,226610970490.0,895049060550.0,2285237242306.0,1540512049908.0
300,MIG,2018,2,3495239762907.0,253041531544.0,954509706822.0,2531330222560.0,1453626127613.0
301,MIG,2018,3,3622897564559.0,150148361952.0,960333881867.0,2662563682692.0,1556066940727.0
302,MIG,2018,4,3675783855604.0,80618971283.0,988532800380.0,2686600497974.0,1622644654403.0
303,MIG,2019,1,4408846821687.0,115586740817.0,1018020302797.0,3390175961640.0,1612417084706.0
304,MIG,2019,2,4658720925148.0,175120928305.0,1426232157435.0,3227921884337.0,1788227950289.0
305,MIG,2019,3,4633679539290.0,64710076280.0,1453375380021.0,3175737275893.0,1826522450417.0
306,MIG,2019,4,4969860073602.0,68390722127.0,1479681815661.0,3485641374565.0,2029595704697.0
307,MIG,2020,1,5122656066779.0,99657290739.0,1507956265483.0,3610562917920.0,2161268182239.0
308,MIG,2020,2,5205196669881.0,0.0,1421656880549.0,3771062931150.0,2288384565713.0
309,MIG,2020,3,5288669978141.0,0.0,1439195445606.0,3837147174353.0,2358373019638.0
310,MIG,2020,4,5523112707317.0,0.0,1535101545072.0,3975722304063.0,2303423717060.0
311,MIG,2021,1,5587007990967.0,0.0,1572475963632.0,4009676669153.0,2459387991541.0
312,MIG,2021,2,5930177599111.0,0.0,1639506340510.0,4277663368463.0,2492716069599.0
313,MIG,2021,3,6354441858920.0,0.0,1672032941793.0,4670513926989.0,2811241971049.0
314,MIG,2021,4,6595158005563.0,0.0,1747841157466.0,4835816857959.0,2940892196383.0
315,MIG,2022,1,7277478442447.0,0.0,1815254973312.0,5459395578997.0,3293115496985.0
316,MIG,2022,2,8096205108076.0,0.0,1818749483583.0,6264981037105.0,3700523273740.0
317,MIG,2022,3,8229876624286.0,0.0,1868831599182.0,6350030437716.0,3642359952338.0
318,MIG,2022,4,8545071224870.0,0.0,1892380563728.0,6642276073754.0,3852943656948.0
319,MIG,2023,1,8705414884126.0,0.0,1961163850461.0,6739010429927.0,3857616373979.0
320,PGI,2005,4,499981600725.0,0.0,,389872008582.0,0.0
321,PGI,2006,4,581014290477.0,0.0,,388002497207.0,0.0
322,PGI,2007,4,705119988962.0,0.0,194651969427.0,506354529725.0,0.0
323,PGI,2008,4,1014885810321.0,0.0,410387276524.0,600547523337.0,0.0
324,PGI,2009,4,1234557096771.0,0.0,414385545358.0,815333200854.0,561153916628.0
325,PGI,2010,4,1700122179461.0,6474839159.0,811066593303.0,883714409431.0,711477198755.0
326,PGI,2011,2,1841207142455.0,0.0,831461650729.0,999159465449.0,777638192524.0
327,PGI,2011,3,1946925939900.0,0.0,830438627822.0,1105782478817.0,776955328414.0
328,PGI,2011,4,1993147609774.0,0.0,844080518479.0,1137624118165.0,855675763666.0
329,PGI,2012,1,2068377526788.0,0.0,868063397365.0,1191958348853.0,865778538588.0
330,PGI,2012,2,1998816424104.0,0.0,803303382811.0,1184209572932.0,895375540078.0
331,PGI,2012,3,2054768939135.0,0.0,827901400181.0,1213643649756.0,916483031923.0
332,PGI,2012,4,2074543565193.0,0.0,848617763954.0,1214352521057.0,964739161391.0
333,PGI,2013,1,2212888791872.0,0.0,770939511073.0,1430700409709.0,1084281582227.0
334,PGI,2013,2,2351940077103.0,0.0,762661957323.0,1573235555949.0,1134239782545.0
335,PGI,2013,3,2484321590762.0,0.0,789759164724.0,1679280894231.0,1102640477978.0
336,PGI,2013,4,2402376647696.0,0.0,824665915571.0,1562950964876.0,1158086402630.0
337,PGI,2014,1,2949529232012.0,250000000.0,843940062751.0,2091198921502.0,1691372407033.0
338,PGI,2014,2,3496351741814.0,0.0,808282060154.0,2670368989656.0,2177425220921.0
339,PGI,2014,3,3513081154163.0,0.0,828260729212.0,2667007417355.0,2192084916678.0
340,PGI,2014,4,3647255365610.0,0.0,855809393676.0,2773537875706.0,2227693397333.0
341,PGI,2015,1,3747929724914.0,0.0,845311669068.0,2884828238168.0,2306855669969.0
342,PGI,2015,2,3736555417628.0,0.0,830617055023.0,2876586003582.0,2322536412670.0
343,PGI,2015,3,3690259986560.0,0.0,849230190512.0,2814263755084.0,2245115084784.0
344,PGI,2015,4,3713354221941.0,0.0,799947928825.0,2890111934535.0,1143214746000.0
345,PGI,2016,1,3741172682229.0,0.0,825094792606.0,2894734692916.0,2245814004382.0
346,PGI,2016,2,3941076945239.0,0.0,873393302303.0,3032593125051.0,2323733903725.0
347,PGI,2016,3,4174504151094.0,0.0,895389538689.0,3244298348900.0,2517608371928.0
348,PGI,2016,4,4293072050293.0,0.0,915329907679.0,3345967195470.0,2572013147420.0
349,PGI,2017,1,4216915161291.0,0.0,875679733860.0,3311360480338.0,2507960147656.0
350,PGI,2017,2,4261663026210.0,0.0,896342726858.0,3318757174513.0,2552037339028.0
351,PGI,2017,3,4778751742642.0,0.0,1439395713158.0,3296010938850.0,2543065153099.0
352,PGI,2017,4,5016124163949.0,0.0,1467889752767.0,3507899643010.0,2669707176698.0
353,PGI,2018,1,5000720437596.0,0.0,1396423928885.0,3567633765663.0,2660343196200.0
354,PGI,2018,2,5261001509335.0,0.0,1422442618725.0,3791644868238.0,2882809594988.0
355,PGI,2018,3,5338211881254.0,0.0,1454055073277.0,3840744767420.0,2878023943182.0
356,PGI,2018,4,5360629188288.0,0.0,1489772700057.0,3829920757033.0,2802302232217.0
357,PGI,2019,1,5600905348784.0,0.0,1422959097317.0,4139188201893.0,3075997602534.0
358,PGI,2019,2,5645822056075.0,0.0,1453715806406.0,4143895065398.0,3065908769130.0
359,PGI,2019,3,5729512915893.0,0.0,1491018965499.0,4193730062095.0,3180930631113.0
360,PGI,2019,4,5842838711949.0,0.0,1540957004393.0,4258294244885.0,3165982830933.0
361,PGI,2020,1,5974928776080.0,0.0,1464367598589.0,4468963844027.0,3275941597710.0
362,PGI,2020,2,6230064818173.0,0.0,1502073942299.0,4659283774426.0,3485928292656.0
363,PGI,2020,3,6172597832875.0,0.0,1529326997589.0,4578274943874.0,3481046381000.0
364,PGI,2020,4,6110226098543.0,0.0,1479725947874.0,4567242968883.0,3484600974458.0
365,PGI,2021,1,6669171913294.0,0.0,1536839151393.0,5071849758606.0,3899382747816.0
366,PGI,2021,2,6516557440415.0,0.0,1588979119967.0,4840691660676.0,3700663644644.0
367,PGI,2021,3,6800843798640.0,0.0,1686400218134.0,5037382351544.0,3854480897814.0
368,PGI,2021,4,6366530363786.0,0.0,1777934344906.0,4518788228587.0,3481173944126.0
369,PGI,2022,1,6748057353502.0,0.0,1848525175041.0,4836581508727.0,3786576077522.0
370,PGI,2022,2,6932834850830.0,0.0,1754276244071.0,5044761287194.0,3944826987140.0
371,PGI,2022,3,6657534914924.0,0.0,1772125088647.0,4760508352530.0,3748891831389.0
372,PGI,2022,4,6761973416591.0,0.0,1746742129077.0,4910984285672.0,3731683790354.0
373,PGI,2023,1,6875628365377.0,8237442229.0,1735358013137.0,5040388144675.0,3684289312275.0
374,PRE,2017,4,3516718643192.0,0.0,766562813013.0,2745001420217.0,2013876979168.0
375,PRE,2019,4,4489688003178.0,0.0,860256720686.0,3623809945412.0,2812126036338.0
376,PRE,2020,1,4668070025677.0,0.0,846609052845.0,3804050049847.0,2882035807984.0
377,PRE,2020,2,4498940650066.0,0.0,869635936675.0,3621611843305.0,2732339874309.0
378,PRE,2020,3,4526100943945.0,0.0,902461305467.0,3620506321908.0,2596116184869.0
379,PRE,2020,4,4527243532906.0,0.0,942145070766.0,3582109201981.0,2804649462270.0
380,PRE,2021,1,4636104149136.0,0.0,908661676324.0,3725183835071.0,2854649189312.0
381,PRE,2021,2,4787162786000.0,0.0,929438311585.0,3850597944485.0,2882732294613.0
382,PRE,2021,3,4876248943899.0,0.0,904723743463.0,3966837289776.0,2886405337975.0
383,PRE,2021,4,5026004674450.0,0.0,894783807709.0,4125835861841.0,3229248135382.0
384,PRE,2022,1,5347055204455.0,21813379070.0,945847809438.0,4398431928630.0,3237594803134.0
385,PRE,2022,2,5432336429317.0,121667265940.0,921008011845.0,4502152060288.0,3289827801422.0
386,PRE,2022,3,5583673970844.0,99853886870.0,934824738561.0,4645036515259.0,3395539742839.0
387,PRE,2022,4,5941579496595.0,0.0,923831875343.0,5012586425345.0,3478452519866.0
388,PRE,2023,1,6318617973803.0,170034149294.0,923850156817.0,5392414062408.0,3532540154662.0
389,PTI,2004,4,360800966247.0,0.0,114522488510.0,243138180989.0,117407448637.0
390,PTI,2005,4,437509495396.0,0.0,108530707806.0,326599414476.0,159428703762.0
391,PTI,2006,4,478937075382.0,0.0,120347303828.0,352931288306.0,173595420332.0
392,PTI,2007,4,504833553454.0,0.0,146218815916.0,353617460303.0,0.0
393,PTI,2008,4,875612953711.0,0.0,480446036869.0,395166916842.0,0.0
394,PTI,2009,4,1013848297372.0,5778266667.0,483538416347.0,524049166008.0,289955869098.0
395,PTI,2010,3,1296701783055.0,688000000.0,,,377894844891.0
396,PTI,2010,4,1473319676159.0,100579637334.0,669152704097.0,800560896665.0,401023501117.0
397,PTI,2011,1,1533109348904.0,123386814195.0,680132527602.0,846899583636.0,463121095400.0
398,PTI,2011,2,1460344015514.0,12040624454.0,634589174716.0,819848669720.0,504461163502.0
399,PTI,2011,3,1644011440222.0,18099084629.0,643550395532.0,994883603380.0,688271476899.0
400,PTI,2011,4,1630995077049.0,15959816516.0,671370920184.0,952407983084.0,584509825524.0
401,PTI,2012,1,2140411706408.0,20100000000.0,678159960910.0,1458987184826.0,691276218877.0
402,PTI,2012,2,1688154946234.0,12100000000.0,619737448614.0,1063871543833.0,705319970627.0
403,PTI,2012,3,1621120926025.0,17600000000.0,637282860858.0,980155832140.0,740262064459.0
404,PTI,2012,4,1657227848966.0,18000000000.0,662527626397.0,991013743130.0,741004628571.0
405,PTI,2013,1,1675483350055.0,25408296560.0,674549380008.0,999478370742.0,793385316950.0
406,PTI,2013,2,1724715285987.0,17456862950.0,630650113931.0,1092984184608.0,806657924609.0
407,PTI,2013,3,1704204366995.0,12688000000.0,640365042485.0,1062569351098.0,789971616720.0
408,PTI,2013,4,1726510982983.0,3500000000.0,658664416656.0,1066631305096.0,788321334962.0
409,PTI,2014,1,2096054968466.0,0.0,678250581854.0,1416860985637.0,1132130229563.0
410,PTI,2014,2,2203449570442.0,0.0,646355660690.0,1555366236823.0,1193357799932.0
411,PTI,2014,3,2281545505005.0,0.0,658026669938.0,1621838701116.0,1249280505508.0
412,PTI,2014,4,2552411053817.0,737734572.0,672755890236.0,1878362422278.0,1357275986488.0
413,PTI,2015,1,2546891944366.0,0.0,645220394213.0,1900362849029.0,1443191582912.0
414,PTI,2015,2,3885105834934.0,0.0,662753605701.0,3221416114130.0,1596712445942.0
415,PTI,2015,3,4062755913942.0,2029800000.0,1742235842750.0,2319597727359.0,1723057219322.0
416,PTI,2015,4,4286280477724.0,2029800000.0,1843056373840.0,2442241604864.0,1847459801370.0
417,PTI,2016,1,4427728581116.0,0.0,1888120943252.0,2538587875354.0,1985245692051.0
418,PTI,2016,2,4599133333817.0,0.0,1815638954038.0,2782379475665.0,2129476396494.0
419,PTI,2016,3,4688327273753.0,1299999812.0,1848652026003.0,2838597083178.0,2220988882519.0
420,PTI,2016,4,4938415048304.0,70000000000.0,1853239835524.0,3084100772140.0,2364649100063.0
421,PTI,2017,1,5102187082344.0,82192003030.0,1881669683054.0,3219333911766.0,2424572252965.0
422,PTI,2017,2,5127239808624.0,163814859671.0,1799482087032.0,3326475415794.0,2376159143505.0
423,PTI,2017,3,5332375569633.0,89942602215.0,1832666738118.0,3498382493235.0,2530876790958.0
424,PTI,2017,4,5402494023415.0,204515350687.0,1899769390905.0,3501451944899.0,2458938512054.0
425,PTI,2018,1,5746609261638.0,234246709105.0,1931614233805.0,3813820372951.0,2572542685155.0
426,PTI,2018,2,5802578885319.0,282119360565.0,1830367951973.0,3970953682695.0,2702004674209.0
427,PTI,2018,3,6080150590648.0,300625155099.0,1854373091061.0,4224515450085.0,2819744225372.0
428,PTI,2018,4,6100723795174.0,134700292045.0,1820119858614.0,4280344468559.0,3032814566037.0
429,PTI,2019,1,6733386136692.0,190815487515.0,1850585708806.0,4881754183408.0,3393825003120.0
430,PTI,2019,2,7162663597205.0,203764071862.0,1774539606604.0,5382636388476.0,3705791440868.0
431,PTI,2019,3,7340466689438.0,181586757058.0,1800965506416.0,5534064624859.0,3880595770026.0
432,PTI,2019,4,7577823669383.0,18442562218.0,1865149947265.0,5707157030013.0,4230586539836.0
433,PTI,2020,1,7871879372376.0,88760595673.0,1911972400276.0,5955053834857.0,4350984623567.0
434,PTI,2020,2,7999497502679.0,197324456487.0,1896162040799.0,6098457052154.0,4259722384788.0
435,PTI,2020,3,8019906375415.0,238700000000.0,1933164809869.0,6083340840557.0,4262842362755.0
436,PTI,2020,4,7787400167901.0,0.0,2003934518712.0,5780039268670.0,4324997793235.0
437,PTI,2021,1,8310466025666.0,224354000000.0,2085736719883.0,6221277832092.0,4447224916259.0
438,PTI,2021,2,8368452559054.0,262304000000.0,2021265479463.0,6343712354992.0,4589814865690.0
439,PTI,2021,3,8450510916433.0,247304000000.0,2118179982073.0,6328831293703.0,4473446836687.0
440,PTI,2021,4,8603899515591.0,0.0,2188211805558.0,6412141823349.0,4793438859592.0
441,PTI,2022,1,9116450267537.0,150000000000.0,2214768954889.0,6898098207434.0,5166246726356.0
442,PTI,2022,2,9081995579909.0,248100000000.0,1974139864495.0,7103836869269.0,5114606917914.0
443,PTI,2022,3,8736343381121.0,363300000000.0,1806886241631.0,6925407926094.0,5098059547297.0
444,PTI,2022,4,8385113591398.0,0.0,1802717976518.0,6578418991943.0,5143056966329.0
445,PTI,2023,1,8797625123928.0,300000000000.0,1848710726285.0,6944869558928.0,5100165661614.0
446,PVI,2007,2,3553132284531.0,0.0,563848589714.0,2989283694817.0,0.0
447,PVI,2007,3,4520147055571.0,0.0,1583987879137.0,2936039599798.0,0.0
448,PVI,2007,4,4496174453491.0,0.0,1736067757042.0,2742052530012.0,0.0
449,PVI,2008,1,5198770130068.0,0.0,2254142965331.0,2941967728342.0,0.0
450,PVI,2008,2,5421241543026.0,0.0,2294073806750.0,3124497330972.0,0.0
451,PVI,2008,3,5081577227456.0,0.0,2403584209935.0,2681806248084.0,0.0
452,PVI,2008,4,4939590509713.0,0.0,2301612100009.0,2634802423420.0,0.0
453,PVI,2009,1,5229530790938.0,0.0,2321250829526.0,2906352037050.0,724510667805.0
454,PVI,2009,2,5577756244880.0,0.0,2356679188316.0,3211359036162.0,734734952859.0
455,PVI,2009,3,5871589358137.0,0.0,2384151874018.0,3474489505281.0,766427162437.0
456,PVI,2009,4,5922371865034.0,0.0,2415668703575.0,3494699212356.0,824700350687.0
457,PVI,2010,1,6254194113458.0,130000000000.0,2502517140375.0,3743852206028.0,829397419480.0
458,PVI,2010,2,7275146671163.0,130000000000.0,3521858604486.0,3748501958017.0,1015767722986.0
459,PVI,2010,3,6794682426744.0,0.0,3539594694236.0,3232426418644.0,1149113331472.0
460,PVI,2010,4,6453102458437.0,0.0,3607245024278.0,2819979221642.0,1146693457798.0
461,PVI,2011,1,6890830611637.0,0.0,3701899281100.0,3167063974035.0,1279391184564.0
462,PVI,2011,2,7517234136915.0,1001564208441.0,3768705472833.0,3714115244887.0,1429812728791.0
463,VNR,2005,4,877535439716.0,0.0,353030140719.0,522541650277.0,137624570660.0
464,VNR,2006,1,958869670605.0,0.0,368893047342.0,589976623263.0,0.0
465,VNR,2006,2,1012496669675.0,0.0,383313338715.0,629183330960.0,0.0
466,VNR,2006,3,956621642680.0,0.0,398965965625.0,557055311614.0,0.0
467,VNR,2006,4,874726010708.0,0.0,410674541949.0,461185242482.0,0.0
468,VNR,2007,1,1018456859924.0,0.0,415466459143.0,601495203154.0,0.0
469,VNR,2007,2,1098351443793.0,0.0,433405391216.0,663673577950.0,183976982328.0
470,VNR,2007,3,1266992392187.0,0.0,595200510437.0,670704698430.0,193980003163.0
471,VNR,2007,4,1215049162902.0,0.0,613969170378.0,601079992524.0,0.0
472,VNR,2008,1,2676893409216.0,0.0,1898266802415.0,776985390481.0,229402290936.0
473,VNR,2008,2,2775098302005.0,0.0,1908616875687.0,865716030596.0,242008455765.0
474,VNR,2008,3,2810604350018.0,0.0,1888639058219.0,920446786146.0,280771131481.0
475,VNR,2008,4,2723895414308.0,0.0,1907380689722.0,813049293933.0,316061617164.0
476,VNR,2009,1,2905137812203.0,0.0,1954850204359.0,947934235525.0,334227914498.0
477,VNR,2009,2,3002360973065.0,0.0,1950220388853.0,1050329551406.0,357376626352.0
478,VNR,2009,3,3146804394740.0,0.0,1938119949758.0,1205748462176.0,395757797456.0
479,VNR,2009,4,3047964096266.0,0.0,1985521450298.0,1058592512894.0,360529436343.0
480,VNR,2010,1,3306905883471.0,0.0,2055654658317.0,1247490755875.0,374857351651.0
481,VNR,2010,2,3660346983393.0,0.0,2041727716512.0,1618619266881.0,410838216187.0
482,VNR,2010,3,3781651978435.0,0.0,2036638554255.0,1705913124271.0,449569240905.0
483,VNR,2010,4,3667763229900.0,0.0,2119540913282.0,1507764911782.0,464336713622.0
484,VNR,2011,1,4199165494239.0,0.0,2201727518426.0,1957712770957.0,502454933415.0
485,VNR,2011,2,4157085854211.0,425880000.0,2209872750319.0,1906257856400.0,511415819913.0
486,VNR,2011,3,4325476618969.0,425880000.0,2289640298158.0,1995523297471.0,538935223816.0
487,VNR,2011,4,4075985685647.0,5565363969.0,2252785242919.0,882813196373.0,567465674655.0
488,VNR,2012,1,4276992384226.0,0.0,2330688768560.0,1906299742748.0,585164425319.0
489,VNR,2012,2,4517711777964.0,0.0,2342473421651.0,2134597270401.0,615563168698.0
490,VNR,2012,3,4437588412740.0,0.0,2354713735008.0,2041005588926.0,656283617106.0
491,VNR,2012,4,4212190090676.0,0.0,2319702717093.0,1851798016986.0,684470883497.0
492,VNR,2013,1,4347071980020.0,0.0,2402238368842.0,1904688871683.0,667221482635.0
493,VNR,2013,2,4674481338647.0,0.0,2422317235566.0,2210400688637.0,635358546883.0
494,VNR,2013,3,4787293959682.0,0.0,2484531081799.0,2261120486318.0,589354328583.0
495,VNR,2013,4,4568252477646.0,0.0,2431202180575.0,2096175661559.0,556567577817.0
496,VNR,2014,1,6303227522106.0,0.0,2459060394837.0,3802700664359.0,2220382741380.0
497,VNR,2014,2,6319193214505.0,0.0,2519986777791.0,3757395874529.0,2306717340478.0
498,VNR,2014,3,6529968575560.0,0.0,2581142991820.0,3905451678460.0,2626635467113.0
499,VNR,2014,4,6034510038959.0,0.0,2646736724463.0,3343317172850.0,2319179724023.0
500,VNR,2015,1,6379077064164.0,0.0,2701760269375.0,3634538338151.0,2570436170750.0
501,VNR,2015,2,6660478321561.0,0.0,2559386134227.0,4058497959153.0,2724631957694.0
502,VNR,2015,3,6716498241401.0,0.0,2641447993776.0,4030680138444.0,2698099912003.0
503,VNR,2015,4,6465126470529.0,0.0,2625433685596.0,3795460395310.0,2584331952578.0
504,VNR,2016,1,6511563319407.0,0.0,2671973583557.0,3797448043185.0,2640905556781.0
505,VNR,2016,2,6462880632790.0,0.0,2599561452041.0,3820793967009.0,2506984078289.0
506,VNR,2016,3,6533284736298.0,0.0,2660229548958.0,3828790374784.0,2487605281064.0
507,VNR,2016,4,6350350437470.0,0.0,2724901722000.0,3579812089460.0,2372249372600.0
508,VNR,2017,1,6715288451485.0,0.0,2625890285208.0,4046101448127.0,2505687767695.0
509,VNR,2017,2,6666721195430.0,0.0,2690644686659.0,3931538040174.0,2357397131543.0
510,VNR,2017,3,6713259256164.0,0.0,2772422617087.0,3894581086788.0,2301150202673.0
511,VNR,2017,4,6448645012061.0,0.0,2687974445205.0,3712354137283.0,2307077734239.0
512,VNR,2018,1,6429548448692.0,0.0,2752888724945.0,3629938108760.0,2277066025463.0
513,VNR,2018,2,6728970361126.0,0.0,2795918121457.0,3885175653471.0,2453410698467.0
514,VNR,2018,3,6898945934597.0,0.0,2872424891752.0,3977608034796.0,2574399878954.0
515,VNR,2018,4,6673925586277.0,0.0,2986419487636.0,3668295331256.0,2542684319556.0
516,VNR,2019,1,7048799290334.0,0.0,3023913198636.0,3969644943693.0,2587699272494.0
517,VNR,2019,2,7261795004221.0,0.0,2921452836123.0,4284846816717.0,2739459536100.0
518,VNR,2019,3,7224466167649.0,0.0,2989770587782.0,4181986809545.0,2804913488561.0
519,VNR,2019,4,7001526102404.0,0.0,3072560959776.0,3875204527011.0,2668028295192.0
520,VNR,2020,1,7028435969065.0,0.0,2831008111890.0,4144323883745.0,2692479868202.0
521,VNR,2020,2,7378597835661.0,0.0,2922420942859.0,4397937931536.0,2671228424452.0
522,VNR,2020,3,7009699757618.0,0.0,3036106186427.0,3913816872272.0,2624018034842.0
523,VNR,2020,4,6975739928429.0,0.0,3111665136309.0,3807766811718.0,2833447907148.0
524,VNR,2021,1,6968917491079.0,1245626744.0,3222183576997.0,3689855846789.0,2730057904413.0
525,VNR,2021,2,7251154278233.0,0.0,3088158284195.0,4101590874469.0,2851998236426.0
526,VNR,2021,3,7312682360146.0,0.0,3181436423637.0,4069853456726.0,2965427250855.0
527,VNR,2021,4,7158712334736.0,0.0,3251950281028.0,3846949352492.0,2952583034253.0
528,VNR,2022,1,7270789120305.0,0.0,3333379021800.0,3877724770954.0,2875008619315.0
529,VNR,2022,2,7590959549153.0,0.0,3230778047215.0,4298457370659.0,2933968032086.0
530,VNR,2022,3,7434189540117.0,0.0,3302406960406.0,4072037606711.0,2883860988591.0
531,VNR,2022,4,7126443040618.0,0.0,3425360420540.0,3640694004631.0,2740481658874.0
532,VNR,2023,1,7738769703673.0,0.0,3629006339747.0,4046091578407.0,2832265042461.0
