,Symbol,Year,Quarter,Sales,IncomeFVTPL,IncomeHTM,IncomeLoansReceivables,IncomeAFS,IncomeDerivatives,RevenueBrokerageServices,RevenueUnderwritingIssuuanceServices,RevenueAdvisoryServices,RevenueAuctionTrustServices,RevenueCustodyServices,OtherRevenues,FVTPL,Revenues,InterestExpenses,NetIncome,NetIncome2
263,CLS,2011,1,4835421804.0,0.0,0.0,0.0,0.0,0.0,1196072170.0,0.0,10909089.0,0.0,0.0,3628440545.0,0.0,1206981259.0,0.0,-161875514.0,-161875514.0
264,CLS,2011,2,4626938254.0,0.0,0.0,0.0,0.0,0.0,936823765.0,0.0,80909089.0,0.0,0.0,3609205400.0,0.0,1017732854.0,0.0,-10282761361.0,-10282761361.0
265,CLS,2012,3,2088747372.0,0.0,0.0,0.0,0.0,0.0,237044368.0,0.0,10909089.0,0.0,0.0,1840793915.0,0.0,247953457.0,0.0,-94884373.0,-94884373.0
266,CLS,2013,1,1046240856.0,0.0,0.0,0.0,0.0,0.0,25650195.0,0.0,10909089.0,0.0,0.0,1009681572.0,0.0,36559284.0,0.0,986453414.0,986453414.0
267,CSI,2017,1,103479514.0,0.0,0.0,0.0,0.0,0.0,14730620.0,0.0,0.0,0.0,1554619.0,87194275.0,0.0,16285239.0,0.0,-1782483058.0,-1782483058.0
268,CSI,2017,2,1378554520.0,0.0,0.0,0.0,0.0,0.0,30620114.0,0.0,1340000000.0,0.0,7614386.0,320020.0,0.0,1378234500.0,0.0,-853858172.0,-853858172.0
269,CSI,2017,3,590463789.0,0.0,0.0,0.0,0.0,0.0,88695462.0,0.0,470000000.0,0.0,30016755.0,1751572.0,0.0,588712217.0,0.0,-1669798639.0,-1669798639.0
270,CSI,2017,4,304823923.0,0.0,0.0,0.0,0.0,0.0,266096212.0,0.0,3086391.0,0.0,35641320.0,0.0,0.0,304823923.0,0.0,-2765509021.0,-2765509021.0
271,CSI,2018,1,353263756.0,0.0,0.0,0.0,0.0,0.0,277141534.0,0.0,0.0,0.0,3371682.0,72750540.0,0.0,280513216.0,0.0,-2352566639.0,-2352566639.0
272,CSI,2018,2,1037179006.0,0.0,310303977.0,787995.0,0.0,0.0,354739974.0,0.0,360000000.0,0.0,6408897.0,4938163.0,0.0,721148871.0,0.0,-1642629964.0,-1642629964.0
273,CSI,2018,3,1397403947.0,0.0,752142467.0,915810.0,0.0,0.0,293638667.0,0.0,0.0,0.0,14342325.0,336364678.0,0.0,307980992.0,245479.0,-1380110440.0,-1380110440.0
274,CSI,2018,4,14235214207.0,11362761500.0,1833589829.0,3412030.0,0.0,0.0,304267727.0,0.0,456500000.0,0.0,80053769.0,194629352.0,11310084914.0,840821496.0,98796987.0,10591253956.0,10591253956.0
275,CSI,2019,1,3837152347.0,45100000.0,2108090410.0,53524865.0,0.0,0.0,155073746.0,160000000.0,1103250000.0,0.0,30167541.0,181945785.0,-219984020.0,1448491287.0,1264384.0,266426876.0,266426876.0
276,CSI,2019,2,3350968981.0,5500000.0,2269500005.0,99841118.0,0.0,0.0,204622307.0,417000000.0,30000000.0,0.0,40762581.0,283742970.0,-23300000.0,692384888.0,15639452.0,-4102364052.0,-4102364052.0
277,CSI,2019,3,8753404363.0,17900000.0,1988523212.0,598340145.0,0.0,0.0,283232466.0,3200000000.0,2630337639.0,0.0,34662856.0,408045.0,12700000.0,6148232961.0,24081644.0,5225580931.0,5225580931.0
278,CSI,2019,4,3892789785.0,54632000.0,1549232876.0,507542847.0,0.0,0.0,404626702.0,0.0,1338379026.0,0.0,38365636.0,10698.0,-137586417.0,1781371364.0,0.0,-1053953509.0,-1053953509.0
279,CSI,2020,1,3895959801.0,9000000.0,1232383561.0,438226864.0,0.0,0.0,610103945.0,1450000000.0,114703615.0,0.0,41325228.0,216588.0,-751046600.0,2216132788.0,0.0,-1078885948.0,-1078885948.0
280,CSI,2020,2,14664201499.0,557791800.0,1167061638.0,703594903.0,0.0,0.0,389987329.0,0.0,11820823647.0,0.0,24344934.0,597248.0,489911450.0,12235155910.0,0.0,10083226368.0,10083226368.0
281,CSI,2020,3,5824394761.0,254593470.0,1144328764.0,461375436.0,0.0,0.0,265789730.0,0.0,3676999551.0,0.0,21307810.0,0.0,17264480.0,3964097091.0,0.0,2541218449.0,2541218449.0
282,CSI,2020,4,6336389202.0,797829781.0,497287650.0,417087863.0,0.0,0.0,357174773.0,0.0,4253783046.0,0.0,13226089.0,0.0,750828191.0,4624183908.0,0.0,1855719155.0,1855719155.0
283,CSI,2021,1,5730462454.0,4162666857.0,557260275.0,286032455.0,,,606446905.0,,,,118055962.0,,1488340500.0,724502867.0,,-490339589.0,-490339589.0
284,CSI,2021,2,10338694783.0,3221597347.0,455427066.0,225962605.0,,,805831355.0,,5558378812.0,,70683170.0,814428.0,280619800.0,6434893337.0,,3290755074.0,3290755074.0
285,CSI,2021,3,8306919696.0,1082200452.0,437388161.0,157585097.0,,,701403501.0,,5884019010.0,,44323475.0,,371372100.0,6629745986.0,,3544372093.0,3544372093.0
286,CSI,2021,4,8489127430.0,1382805353.0,279546366.0,2021922780.0,,,1168234064.0,,3509657177.0,,39979930.0,86981760.0,491698060.0,4717871171.0,,2746157213.0,2746157213.0
287,CSI,2022,1,3177530169.0,982438251.0,230869565.0,270284815.0,,,1168281258.0,,500000000.0,,25656280.0,,495408490.0,1693937538.0,,-1093500614.0,-1093500614.0
288,CSI,2022,2,7515229927.0,121239500.0,165963719.0,559867154.0,,,3825086514.0,,2821866654.0,,21206386.0,,-3605465012.0,6668159554.0,,3104115202.0,3104115202.0
289,CSI,2022,3,5032117764.0,2172715103.0,151977192.0,90344944.0,,,576400898.0,,2020000000.0,,20679627.0,,-256278101.0,2617080525.0,,-1572310016.0,-1572310016.0
290,CSI,2022,4,22612985515.0,20958208900.0,78542607.0,85181454.0,,,543426872.0,,845569364.0,,24249474.0,77806844.0,18008372558.0,1413245710.0,,12259963469.0,12259963469.0
291,CSI,2023,1,3878449069.0,3197357379.0,-10082192.0,198960594.0,,,451891670.0,,,,29244739.0,11076879.0,1086486807.0,481136409.0,,-3709729935.0,-3709729935.0
292,CTS,2015,2,69943675314.0,0.0,0.0,0.0,0.0,0.0,6516465238.0,12125000000.0,25555430854.0,0.0,1798955455.0,23947823767.0,0.0,45995851547.0,0.0,23363449647.0,23363449647.0
293,CTS,2015,3,66004160585.0,0.0,0.0,0.0,0.0,0.0,8389915766.0,8246800000.0,29931364363.0,0.0,2242815624.0,17193264832.0,0.0,48810895753.0,0.0,15520807582.0,15520807582.0
294,CTS,2015,4,69533607082.0,0.0,0.0,0.0,0.0,0.0,19179250390.0,4198200000.0,20811893637.0,0.0,3244430139.0,22099832916.0,0.0,47433774166.0,0.0,26496284851.0,26496284851.0
295,CTS,2016,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,19218464860.0,19218464860.0
296,CTS,2016,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10092005452.0,10092005452.0
297,CTS,2016,3,65141136902.0,17520998786.0,0.0,10372046267.0,10146717049.0,0.0,8115064910.0,2287222222.0,7654881818.0,0.0,8499728689.0,544477161.0,15802341192.0,26556897639.0,2764174436.0,20848425745.0,20848425745.0
298,CTS,2016,4,70206657469.0,9503213448.0,0.0,11356350096.0,19665603575.0,0.0,9828065093.0,6484000000.0,7804786363.0,0.0,5275398478.0,289240416.0,6531906503.0,29392249934.0,7698837230.0,33021757240.0,33021757240.0
299,CTS,2017,1,59623705926.0,11164784263.0,0.0,12163000682.0,6050656774.0,0.0,8640352674.0,398000000.0,15139763637.0,0.0,6000538758.0,66609138.0,11164271853.0,30178655069.0,2302744172.0,30839579914.0,30839579914.0
300,CTS,2017,2,75277535179.0,26777147608.0,0.0,14591156330.0,13011099022.0,0.0,10311995643.0,0.0,3180448181.0,0.0,7315616651.0,90071744.0,27674498512.0,20808060475.0,1178913334.0,37974971605.0,37974971605.0
301,CTS,2017,3,53791080519.0,14145260170.0,0.0,15996486740.0,6966439271.0,0.0,8483282193.0,166000000.0,3650335455.0,0.0,4297618688.0,85658002.0,-2642500225.0,16597236336.0,4386986642.0,5802182915.0,5802182915.0
302,CTS,2017,4,98137694046.0,38486446032.0,0.0,16606335911.0,10270820143.0,0.0,13136935416.0,1650000000.0,11372910415.0,0.0,6542536944.0,71709185.0,16987520601.0,32702382775.0,4906402733.0,35237752709.0,35237752709.0
303,CTS,2018,1,129506057972.0,72688485264.0,0.0,19890781790.0,10166000002.0,0.0,20290789904.0,40000000.0,3969999999.0,0.0,2381205997.0,78795016.0,41242663962.0,26681995900.0,11838849577.0,48033807624.0,48033807624.0
304,CTS,2018,2,154381690863.0,94863559068.0,0.0,19530074673.0,19659066312.0,0.0,14692882311.0,120000000.0,1360727272.0,0.0,4091928469.0,63452758.0,296050069.0,20265538052.0,14900176243.0,15234325391.0,15234325391.0
305,CTS,2018,3,190137055775.0,136331061839.0,0.0,21544949368.0,8344688891.0,0.0,11683681605.0,535000000.0,8714893637.0,0.0,2934719592.0,48060843.0,99507789050.0,23868294834.0,14342372690.0,85358689826.0,85358689826.0
306,CTS,2018,4,178563664537.0,127800642792.0,0.0,20884561972.0,7802328762.0,0.0,10301736893.0,1900000000.0,3362000000.0,0.0,6427587925.0,84806193.0,-1875280323.0,21991324818.0,14909377383.0,1811560386.0,1811560386.0
307,CTS,2019,1,110330865662.0,68109023107.0,0.0,18864752496.0,8624853424.0,0.0,7589419902.0,100000000.0,1665454545.0,0.0,5313238068.0,64124120.0,59322556205.0,14668112515.0,14691977554.0,46188823571.0,46188823571.0
308,CTS,2019,2,116300918370.0,59010385537.0,0.0,18917874569.0,6787050789.0,0.0,11896367781.0,7880000000.0,3171818182.0,0.0,8589856878.0,47564634.0,-3014871305.0,31538042841.0,12083070940.0,15723410018.0,15723410018.0
309,CTS,2019,3,93413842106.0,57432100321.0,18249277478.0,,,,11368991196.0,900000000.0,2286727273.0,,3130035760.0,46710078.0,581633931.0,17685754229.0,12627105089.0,6005791808.0,6005791808.0
310,CTS,2019,4,184932313002.0,137862826187.0,0.0,19335020143.0,0.0,0.0,8265217164.0,500000000.0,1433636364.0,0.0,17479350090.0,56263054.0,76845392739.0,27678203618.0,16505081686.0,46887130685.0,46887130685.0
311,CTS,2020,1,51378925199.0,16052084728.0,0.0,18654331376.0,0.0,0.0,7422440902.0,0.0,614363636.0,0.0,8265374984.0,370329573.0,-114053551332.0,16302179522.0,14731823161.0,-91971362984.0,-91971362984.0
312,CTS,2020,2,183444400193.0,146088845253.0,1191452054.0,17184148336.0,1659477996.0,0.0,11661530604.0,330000000.0,512660840.0,0.0,4662498299.0,153786811.0,122949020449.0,17166689743.0,14692240760.0,102002309614.0,102002309614.0
313,CTS,2020,3,115945470599.0,64745362018.0,4825657531.0,19753308125.0,5822439812.0,0.0,12157415658.0,2040000000.0,307727273.0,0.0,6095244228.0,198315954.0,13846256022.0,20600387159.0,22360027100.0,16594124556.0,16594124556.0
314,CTS,2020,4,258217893031.0,172834333736.0,8432904108.0,21794155958.0,5822465754.0,0.0,17941260935.0,20100000000.0,2188840907.0,0.0,8898409248.0,205522385.0,127006251862.0,49128511090.0,25052916955.0,101562319508.0,101562319508.0
315,CTS,2021,1,158221514175.0,77093311150.0,11028829536.0,28383396375.0,5314520548.0,,24882109529.0,300000000.0,817727273.0,,10128727208.0,272892556.0,57177729373.0,36128564010.0,28208063441.0,39896730554.0,39896730554.0
316,CTS,2021,2,254829705006.0,143192495469.0,16482538733.0,37758980331.0,3629589041.0,0.0,35906078051.0,580000000.0,1584772727.0,,15367127309.0,328123345.0,117960829262.0,53437978087.0,31164433415.0,126805844526.0,126805844526.0
317,CTS,2021,3,201344213086.0,97400642667.0,18596661924.0,37198395235.0,3629589042.0,0.0,36511683184.0,1650000000.0,1653181818.0,0.0,4464742451.0,239316765.0,14156230997.0,44279607453.0,34462137137.0,30011488382.0,30011488382.0
318,CTS,2021,4,450157929769.0,317352972075.0,27724350890.0,41943889569.0,3083835616.0,,51557459734.0,488000000.0,1110909089.0,,6597628666.0,298884130.0,229679742220.0,59753997489.0,38209443005.0,189789710108.0,189789710108.0
319,CTS,2022,1,226441213263.0,97951389643.0,30035292539.0,45985278729.0,2330733801.0,,35757193121.0,5387000000.0,3625454546.0,,4726484346.0,642386538.0,40385906304.0,49496132013.0,47400328028.0,57604509046.0,57604509046.0
320,CTS,2022,2,309804493049.0,202924152825.0,23853574363.0,44749426760.0,2916844281.0,,26198878362.0,3425000000.0,1172363637.0,,4397073524.0,167179297.0,-15526202600.0,35193315523.0,42693790493.0,3503150772.0,3503150772.0
321,CTS,2022,3,143956438972.0,47274741761.0,21113272568.0,47444376339.0,4714246576.0,,19028387152.0,45454545.0,880863636.0,,3335206831.0,119889564.0,11126014211.0,23289912164.0,45574415509.0,13264483384.0,13264483384.0
322,CTS,2022,4,191952967349.0,95481910782.0,13499679846.0,50995107492.0,4038356165.0,,20758619947.0,349000000.0,1129958678.0,,5581869183.0,118465256.0,24820681922.0,27819447808.0,54060270110.0,-3304206938.0,-3304206938.0
323,CTS,2023,1,199016347011.0,87649766307.0,38397104369.0,45996749449.0,8686444262.0,,14726419230.0,40000000.0,1046772727.0,,2381681314.0,91409353.0,20171481004.0,18194873271.0,69333721647.0,10776575312.0,10776575312.0
324,DSC,2016,1,1523197583.0,14500.0,0.0,199802000.0,0.0,0.0,988892136.0,0.0,273463636.0,0.0,61025311.0,0.0,14500.0,1323381083.0,666667.0,639378548.0,639378548.0
325,DSC,2016,2,899767955.0,-14500.0,0.0,204485000.0,18924830.0,0.0,560828760.0,0.0,51905900.0,0.0,63637965.0,0.0,-14500.0,676372625.0,4326389.0,249581430.0,249581430.0
326,DSC,2016,3,943329584.0,0.0,0.0,201389000.0,40300.0,0.0,616980744.0,0.0,54540000.0,0.0,70379540.0,0.0,0.0,741900284.0,5000000.0,100731124.0,100731124.0
327,DSC,2016,4,1327005035.0,0.0,0.0,199524500.0,19450.0,0.0,935546671.0,0.0,45454545.0,0.0,75659869.0,70800000.0,0.0,1056661085.0,1225000.0,-1982368133.0,-1982368133.0
328,DSC,2017,1,1211270747.0,0.0,0.0,201087000.0,151583200.0,0.0,756465080.0,0.0,0.0,0.0,72135467.0,30000000.0,0.0,828600547.0,0.0,733668497.0,733668497.0
329,DSC,2017,2,1649347982.0,0.0,0.0,214447000.0,188936600.0,0.0,1187413679.0,0.0,19586831.0,0.0,68963872.0,-30000000.0,-6912438713.0,1275964382.0,1561644.0,194891827.0,194891827.0
330,DSC,2017,3,1578496747.0,0.0,0.0,173083700.0,72700.0,0.0,1348177010.0,0.0,0.0,0.0,57163337.0,0.0,0.0,1405340347.0,0.0,326700413.0,326700413.0
331,DSC,2017,4,13527933970.0,0.0,0.0,198977000.0,14400.0,0.0,1585962561.0,0.0,11682715549.0,60264460.0,0.0,0.0,0.0,13328942570.0,0.0,9300975723.0,9300975723.0
332,DSC,2018,1,16846843918.0,0.0,251342467.0,235430562.0,10500.0,0.0,1957879249.0,0.0,14351800000.0,0.0,50381140.0,0.0,0.0,16360060389.0,0.0,11912371442.0,11912371442.0
333,DSC,2018,2,18688522988.0,0.0,512980028.0,547027113.0,41500.0,0.0,2524214988.0,0.0,15000000000.0,0.0,104259359.0,0.0,0.0,17628474347.0,637699.0,12497439657.0,12497439657.0
334,DSC,2018,3,2907464806.0,0.0,922136992.0,252554708.0,28400.0,0.0,1631314536.0,0.0,0.0,0.0,101430170.0,0.0,0.0,1732744706.0,0.0,210351599.0,210351599.0
335,DSC,2018,4,2701994826.0,0.0,1019027402.0,368242026.0,35100.0,0.0,1227936415.0,0.0,0.0,0.0,86753883.0,0.0,0.0,1314690298.0,0.0,-142838196.0,-142838196.0
336,DSC,2019,1,1728408142.0,0.0,857082197.0,181014564.0,0.0,0.0,626650735.0,0.0,0.0,0.0,63660646.0,0.0,0.0,690311381.0,0.0,-92975832.0,-92975832.0
337,DSC,2019,2,2006248956.0,0.0,730945200.0,135976075.0,48000.0,0.0,1022266163.0,0.0,45454545.0,0.0,71558973.0,0.0,0.0,1139279681.0,0.0,209321267.0,209321267.0
338,DSC,2019,3,2346360273.0,0.0,527726044.0,149124147.0,15300.0,0.0,1598837330.0,0.0,0.0,0.0,70657452.0,0.0,0.0,1669494782.0,4767123.0,55725118.0,55725118.0
339,DSC,2019,4,1093122581.0,0.0,574726039.0,40936085.0,13500.0,0.0,406871247.0,0.0,0.0,0.0,70575710.0,0.0,0.0,477446957.0,903562.0,-331621846.0,-331621846.0
340,DSC,2020,1,1568325056.0,0.0,375284910.0,63220100.0,3000.0,0.0,1065560402.0,0.0,0.0,0.0,64256644.0,0.0,0.0,1129817046.0,0.0,21526470.0,21526470.0
341,DSC,2020,2,1113525273.0,0.0,220143845.0,84864595.0,36000.0,0.0,745783776.0,0.0,0.0,0.0,62697057.0,0.0,0.0,808480833.0,0.0,-153457257.0,-153457257.0
342,DSC,2020,3,550571821.0,0.0,25061644.0,54184678.0,45500.0,0.0,401647138.0,0.0,0.0,0.0,69632861.0,0.0,0.0,471279999.0,6520548.0,-644858935.0,-644858935.0
343,DSC,2020,4,2543699315.0,0.0,8970213.0,112255483.0,14600.0,0.0,847762355.0,0.0,1514545455.0,0.0,60151209.0,0.0,0.0,2422459019.0,0.0,1179508712.0,1179508712.0
344,DSC,2021,1,1504163700.0,,239411627.0,133899723.0,8700.0,,1078231219.0,,,,52612431.0,,,1130843650.0,,-223012331.0,-223012331.0
345,DSC,2021,2,2232398364.0,249568178.0,482805911.0,159772529.0,58688.0,,1303959832.0,,,,36233226.0,,,1340193058.0,,-1592064409.0,-1592064409.0
346,DSC,2021,3,8336843220.0,300392622.0,5798630133.0,661049896.0,,,1541370648.0,,,,35399921.0,,295692622.0,1576770569.0,65821039.0,2769520883.0,2769520883.0
347,DSC,2021,4,43678830479.0,20041615223.0,14966164387.0,5222049972.0,,,3149451244.0,,200000000.0,,99549653.0,,19599385323.0,3449000897.0,4952769456.0,23897881617.0,23897881617.0
348,DSC,2022,1,33244150991.0,7191565227.0,14710410963.0,7770640077.0,,,3399499335.0,,,,172035389.0,,6812832742.0,3571534724.0,6229076243.0,13825405009.0,13825405009.0
349,DSC,2022,2,24759224469.0,476448796.0,16998663010.0,5304815923.0,,,1876178460.0,,,,103118280.0,,-10586798911.0,1979296740.0,7109789232.0,-4142134446.0,-4142134446.0
350,DSC,2022,3,42401055481.0,11185055226.0,11703287671.0,11536620755.0,,,7823135290.0,,,,152386539.0,570000.0,11024982731.0,7975521829.0,11534553923.0,8597684997.0,8597684997.0
351,DSC,2022,4,66455379431.0,26500706134.0,3524931506.0,23027509546.0,,,12832193213.0,100000000.0,100000000.0,,368649032.0,1390000.0,26332141784.0,13400842245.0,17280149539.0,14595144232.0,14595144232.0
352,DSC,2023,1,67458695384.0,19977366902.0,2807063628.0,30278009281.0,,,11314145185.0,,2727272727.0,,349867661.0,4970000.0,19895123944.0,14391285573.0,26037754066.0,11133151490.0,11133151490.0
353,EVS,2017,1,12549260911.0,301700.0,1120755052.0,6049932033.0,0.0,0.0,4903891073.0,0.0,38181818.0,0.0,436199235.0,0.0,-176271500.0,5378272126.0,16229904.0,1256446083.0,1256446083.0
354,EVS,2017,2,21322418731.0,5919134219.0,836708339.0,7107145302.0,0.0,0.0,6777709565.0,0.0,211601322.0,0.0,470119984.0,0.0,5565548007.0,7459430871.0,47730104.0,1030540860.0,1030540860.0
355,EVS,2017,3,43558524731.0,27726640752.0,666122089.0,7579033840.0,0.0,0.0,6899998431.0,0.0,183636364.0,0.0,503093255.0,0.0,27726640752.0,7586728050.0,6333333.0,30682311249.0,30682311249.0
356,EVS,2017,4,11470534487.0,-3877779369.0,792678660.0,7079989607.0,0.0,0.0,6846369460.0,0.0,143980861.0,0.0,485295268.0,0.0,-37928031612.0,7475645589.0,12406393.0,244841280526.0,244841280526.0
357,EVS,2018,1,57652594106.0,36125164210.0,3411196126.0,9542559832.0,0.0,0.0,7553201569.0,0.0,509563278.0,0.0,510909091.0,0.0,35482627680.0,8573673938.0,0.0,34602439495.0,34602439495.0
358,EVS,2018,2,28227172475.0,6878521019.0,602067539.0,12670108394.0,0.0,0.0,7479429152.0,0.0,61345813.0,0.0,535700558.0,0.0,-26688916791.0,8076475523.0,213388888.0,-16043083806.0,-16043083806.0
359,EVS,2018,3,49916358501.0,23386742760.0,751709626.0,15605406612.0,0.0,0.0,9514528775.0,3288298.0,50000000.0,0.0,604682430.0,0.0,22416466510.0,10172499503.0,3835455101.0,22043474670.0,22043474670.0
360,EVS,2018,4,37119706433.0,6608983990.0,1078632841.0,18724456863.0,0.0,0.0,9799851791.0,633454.0,388909091.0,0.0,518238403.0,0.0,765425300.0,10707632739.0,7228349699.0,2323705459.0,2323705459.0
361,EVS,2019,1,42131981844.0,12205898630.0,814950070.0,21254397197.0,0.0,0.0,7033321693.0,6000000.0,136727273.0,0.0,680686981.0,0.0,5329098920.0,7856735947.0,9524088345.0,5872645049.0,5872645049.0
362,EVS,2019,2,40736884124.0,12154794540.0,458410208.0,20273996708.0,0.0,0.0,6870737923.0,0.0,481500000.0,0.0,497444745.0,0.0,-8499899430.0,7849682668.0,8050199732.0,-3718127562.0,-3718127562.0
363,EVS,2019,3,57426958528.0,26924459860.0,707341693.0,21892199220.0,0.0,0.0,7237841210.0,0.0,94545455.0,0.0,570571090.0,0.0,21840495390.0,7902957755.0,11239493002.0,14432888860.0,14432888860.0
364,EVS,2019,4,56711303258.0,25518290753.0,553930958.0,21233812651.0,0.0,0.0,7705515264.0,8674457.0,1103090908.0,0.0,587988267.0,0.0,-4374097157.0,9405268896.0,12663560993.0,-8468910077.0,-8468910077.0
365,EVS,2020,1,90293291514.0,67446612097.0,1498161644.0,14931249674.0,0.0,0.0,5830119442.0,0.0,95245330.0,0.0,491903327.0,0.0,-5340475383.0,6417268099.0,10222936697.0,-11302372554.0,-11302372554.0
366,EVS,2020,2,85275611845.0,62111613303.0,1426169363.0,13124668644.0,0.0,0.0,8050476547.0,0.0,114409091.0,0.0,448274897.0,0.0,19028970803.0,8613160535.0,6609039742.0,15053665926.0,15053665926.0
367,EVS,2020,3,78026220609.0,50573786348.0,2010127332.0,16859377805.0,0.0,0.0,8128061945.0,0.0,0.0,0.0,454867179.0,0.0,367099868.0,8582929124.0,5189655890.0,7392284684.0,7392284684.0
368,EVS,2020,4,97871935585.0,65815889170.0,13972602.0,17254259901.0,0.0,0.0,14328525418.0,0.0,0.0,0.0,459288494.0,0.0,52865551150.0,14787813912.0,4193929356.0,46067849363.0,46067849363.0
369,EVS,2021,1,125651138341.0,78970663335.0,,17103783817.0,,,22669324722.0,6000000000.0,450000000.0,,457366467.0,,74356275225.0,29576691189.0,1335015081.0,74441166218.0,74441166218.0
370,EVS,2021,2,252146945335.0,118270956980.0,0.0,21201516758.0,,,27395778879.0,67004096818.0,5638181818.0,,493019653.0,12143394429.0,96605505495.0,100531077168.0,13597210680.0,103677879635.0,103677879635.0
371,EVS,2021,3,285515766014.0,211055815132.0,592438355.0,24578825599.0,0.0,0.0,36078824819.0,4609800000.0,1546700000.0,0.0,630550009.0,6422812100.0,31381640072.0,42865874828.0,19433036650.0,27159081497.0,27159081497.0
372,EVS,2021,4,449867303711.0,234176259119.0,,42869094053.0,,,47978267710.0,119422040000.0,1059090909.0,,774023233.0,3588528687.0,211569806651.0,169233421852.0,21343718440.0,216662152620.0,216662152620.0
373,EVS,2022,1,307205770534.0,131760892488.0,,48015615173.0,,,31223864695.0,84867140000.0,2450000000.0,,709475623.0,8178782555.0,-46694425898.0,119250480318.0,19636856807.0,29929557529.0,29929557529.0
374,EVS,2022,2,343249674475.0,199856217447.0,1624657535.0,35861332567.0,,,20002406183.0,83191920000.0,1158863637.0,,621162038.0,933115068.0,152769980408.0,104974351858.0,16058977125.0,112042372512.0,112042372512.0
375,EVS,2022,3,87547950601.0,40471571909.0,1461917809.0,27043279764.0,,,16708440709.0,,1227500000.0,,634240410.0,1000000.0,-184278567372.0,18570181119.0,12193434627.0,-146267274167.0,-146267274167.0
376,EVS,2022,4,167547435610.0,142747028432.0,-447123287.0,14568924706.0,,,8756515386.0,700000000.0,660000000.0,,560040373.0,2050000.0,106737194099.0,10676555759.0,9311883113.0,80230705264.0,80230705264.0
377,EVS,2023,1,61862532441.0,46891399060.0,88493150.0,8654688210.0,,,5655193563.0,,100000000.0,,459586458.0,13172000.0,-20284261651.0,6214780021.0,8542792799.0,-35386357558.0,-35386357558.0
378,FSC,2016,1,19359629263.0,13458525720.0,754902222.0,2198940308.0,0.0,0.0,2411964662.0,4048603.0,0.0,0.0,117695799.0,413551949.0,13379172609.0,2533709064.0,0.0,14385289220.0,14385289220.0
379,FSC,2016,2,21090956465.0,12548970009.0,2179659935.0,2264049248.0,785363500.0,0.0,2763939732.0,0.0,145000000.0,0.0,116997422.0,286976619.0,3621574349.0,3025937154.0,0.0,4482288333.0,4482288333.0
380,FSC,2016,3,10609645374.0,2534106126.0,953738912.0,2515913846.0,808004052.0,0.0,2947710233.0,414905619.0,5000000.0,0.0,123309387.0,306957199.0,1595506248.0,3490925239.0,0.0,4136062581.0,4136062581.0
381,FSC,2016,4,9922265381.0,1806976744.0,1518203334.0,2617872993.0,220574000.0,0.0,3220737027.0,0.0,0.0,0.0,139827174.0,398074109.0,-2165161935.0,3360564201.0,0.0,1581107491.0,1581107491.0
382,FSC,2017,1,8560703327.0,1618105914.0,618251975.0,2783540757.0,0.0,0.0,3190215196.0,0.0,20000000.0,0.0,129436339.0,201153146.0,1301522814.0,3339651535.0,0.0,4191896791.0,4191896791.0
383,FSC,2017,2,25059495672.0,16568829946.0,1127909445.0,2911777736.0,250044600.0,0.0,3280757114.0,0.0,478636364.0,0.0,128616106.0,312924361.0,13935405020.0,3888009584.0,0.0,9214692283.0,9214692283.0
384,FSC,2017,3,18077613080.0,8852210741.0,1948936721.0,1878430673.0,1011800000.0,0.0,4185526264.0,0.0,50000000.0,0.0,150708681.0,0.0,-1708764656.0,4386234945.0,0.0,1319038684.0,1319038684.0
385,FSC,2017,4,12259300376.0,4056195293.0,1633807154.0,3271257758.0,0.0,0.0,3014640356.0,32720884.0,0.0,0.0,250678931.0,0.0,-2055654337.0,3298040171.0,0.0,-11271513511.0,-11271513511.0
386,FSC,2018,1,23770452082.0,9057297441.0,325287397.0,7726889905.0,188500000.0,0.0,6124334151.0,0.0,38636364.0,0.0,309506824.0,0.0,2362656110.0,6472477339.0,0.0,-2509860663.0,-2509860663.0
387,FSC,2018,2,27024262554.0,3660156070.0,435397260.0,13765150454.0,0.0,0.0,8788374194.0,66754279.0,50000000.0,0.0,258430297.0,0.0,454781060.0,9163558770.0,0.0,-3870370365.0,-3870370365.0
388,FSC,2018,3,28163625549.0,2507045108.0,1973947440.0,14875639194.0,0.0,0.0,8369843212.0,0.0,0.0,0.0,437150595.0,0.0,276972158.0,8806993807.0,0.0,-4070009358.0,-4070009358.0
389,FSC,2018,4,48756381566.0,1704964180.0,2739945203.0,30237529306.0,0.0,0.0,13460022208.0,2876695.0,30000000.0,0.0,581043974.0,0.0,-181926720.0,14073942877.0,0.0,12782950300.0,12782950300.0
390,FTS,2016,1,68572319377.0,3849598144.0,0.0,41319260410.0,0.0,0.0,19291059829.0,0.0,2688377040.0,0.0,1412955677.0,11068277.0,3845699464.0,23392392546.0,198896157.0,39289525428.0,39289525428.0
391,FTS,2016,2,69001280516.0,8655114468.0,0.0,30059244012.0,0.0,0.0,24200210122.0,120000000.0,4213513062.0,112992039.0,1621600090.0,18606723.0,8647712226.0,30268315313.0,0.0,40295123840.0,40295123840.0
