,Symbol,Year,Quarter,GrossPremiumWritten,NetPremiumWritten,IncurredLosses,Expenses,NetIncome,NetIncome2
515,PGI,2015,3,493024944462.0,367350978169.0,205569294235.0,227547759240.0,18613135489.0,18613135489.0
516,PGI,2016,3,599218181132.0,459977302826.0,207738770080.0,243073302270.0,22029233482.0,22029233482.0
517,PGI,2017,3,603061576607.0,488633319810.0,300159221104.0,227552634966.0,18827354025.0,18827354025.0
518,PGI,2018,3,660781174190.0,473173174224.0,253807011894.0,289061048387.0,31612454552.0,31612454552.0
519,PGI,2019,3,716987029238.0,558850525265.0,275899920992.0,323623429490.0,34333965712.0,34333965712.0
520,PGI,2020,3,840951576819.0,582427101933.0,246683251352.0,400250494347.0,27253055290.0,27253055290.0
521,PGI,2021,3,627792652856.0,510202186848.0,182877472632.0,344383190562.0,97421098167.0,97421098167.0
522,PGI,2022,3,802502436096.0,535547071964.0,249688833548.0,372332012186.0,17848844576.0,17848844576.0
523,PGI,2010,4,480895100268.0,277674663132.0,187231286128.0,276631284615.0,20364031035.0,20364031035.0
524,PGI,2011,4,534234907935.0,459715647357.0,145581266923.0,272236580250.0,26204930802.0,26204930802.0
525,PGI,2012,4,543117437001.0,427167416269.0,226374129460.0,346448589794.0,21128109679.0,21128109679.0
526,PGI,2013,4,544289972300.0,467504396059.0,213714190168.0,204227539513.0,34903196991.0,34903196991.0
527,PGI,2014,4,620396998061.0,491519132470.0,192448466805.0,269969029327.0,25085261836.0,25085261836.0
528,PGI,2015,4,651097062555.0,577982195356.0,232483781493.0,286743701676.0,20080764399.0,20080764399.0
529,PGI,2016,4,701867822090.0,578560769355.0,303857641049.0,308468805991.0,19940368990.0,19940368990.0
530,PGI,2017,4,798409973638.0,677086627416.0,310258182386.0,340476843135.0,29073828234.0,29073828234.0
531,PGI,2018,4,796444202083.0,625234694792.0,265218176230.0,384571917886.0,35717626780.0,35717626780.0
532,PGI,2019,4,929485894636.0,655871350879.0,280283030932.0,427306464974.0,53031096656.0,53031096656.0
533,PGI,2020,4,891264665373.0,654943438873.0,324155292711.0,471957494669.0,39116723285.0,39116723285.0
534,PGI,2021,4,1002312986768.0,747739044724.0,269893038168.0,477358499272.0,91534126772.0,91534126772.0
535,PGI,2022,4,1090538810381.0,743303094169.0,339352671673.0,482138232772.0,41426284430.0,41426284430.0
536,BLI,2007,0,164737061713.0,155866374968.0,70457057049.0,70785872021.0,18315730348.0,18315730348.0
537,BLI,2008,0,253938402661.0,245101546586.0,132411681126.0,130441543699.0,132751802.0,132751802.0
538,BLI,2009,0,324815960001.0,321447284469.0,132645622877.0,161862117192.0,14421942348.0,14421942348.0
539,BLI,2010,0,379552421040.0,353780534208.0,198771350896.0,206945904093.0,1042477090.0,1042477090.0
540,BLI,2011,0,301934061930.0,304550751408.0,167949368888.0,183675631966.0,37393758360.0,37393758360.0
541,BLI,2012,0,255622555085.0,255525297171.0,120502279093.0,169187406754.0,53070547196.0,53070547196.0
542,BLI,2013,0,432409978450.0,498791145005.0,133405573803.0,249380122193.0,26360051379.0,26360051379.0
543,BLI,2014,0,0.0,0.0,0.0,209056530700.0,24584736146.0,24584736146.0
544,BLI,2015,0,567260426484.0,483146416670.0,207510587697.0,322104787705.0,15313864023.0,15313864023.0
545,BLI,2016,0,764642146562.0,669661022195.0,238954700022.0,427120752603.0,12003467124.0,12003467124.0
546,BLI,2017,0,892990614957.0,801848654204.0,334577201148.0,526253328452.0,22000409969.0,22000409969.0
547,BLI,2018,0,1020029527501.0,697077197286.0,311360322340.0,561244520625.0,38479938274.0,38479938274.0
548,BLI,2019,0,1136747642195.0,720632044546.0,279581307238.0,640687984901.0,41484392441.0,41484392441.0
549,BLI,2020,0,1274703870180.0,763274325140.0,259123440615.0,723168794898.0,40919191689.0,40919191689.0
550,BLI,2021,0,1237059394829.0,930808771756.0,329788648777.0,754788912211.0,82967242850.0,82967242850.0
551,BLI,2022,0,1360904710589.0,1020864077032.0,365377556886.0,837866040384.0,88168630229.0,88168630229.0
552,BLI,2016,1,158907130766.0,143827331913.0,42796108750.0,76033742619.0,21993689187.0,21993689187.0
553,BLI,2017,1,214974799368.0,187806841546.0,79464817749.0,107971730340.0,5355847592.0,5355847592.0
554,BLI,2018,1,230184499310.0,162905724628.0,91307949974.0,110515623082.0,19758651170.0,19758651170.0
555,BLI,2019,1,266386409575.0,188648136992.0,64255528920.0,120797057520.0,49597840238.0,49597840238.0
556,BLI,2020,1,287078347114.0,167519074092.0,54440638084.0,131551943569.0,13802852426.0,13802852426.0
557,BLI,2021,1,315001027592.0,228691902517.0,75752433409.0,174207717778.0,41002278745.0,41002278745.0
558,BLI,2022,1,331271603438.0,231567586998.0,39870491481.0,150856151919.0,128013838584.0,128013838584.0
559,BLI,2023,1,315845401985.0,248483959406.0,110472471007.0,164871279523.0,24550568996.0,24550568996.0
560,BLI,2016,2,160091592063.0,141674621412.0,54745019560.0,91280793302.0,12930889766.0,12930889766.0
561,BLI,2017,2,198283693829.0,188761470781.0,83467795333.0,119493582887.0,15685907283.0,15685907283.0
562,BLI,2018,2,218063599978.0,160626841074.0,78368775763.0,133768051079.0,2896795034.0,2896795034.0
563,BLI,2019,2,250823646453.0,111997487277.0,56402001206.0,138120454420.0,19587768676.0,19587768676.0
564,BLI,2020,2,281565854692.0,197967520081.0,49345352642.0,192779542693.0,34043263294.0,34043263294.0
565,BLI,2021,2,300583524565.0,228331338395.0,70022616825.0,198170194525.0,21573148951.0,21573148951.0
566,BLI,2022,2,328732281033.0,253976039936.0,130444764202.0,243021038877.0,-51798831321.0,-51798831321.0
567,BLI,2015,3,139610307470.0,118420420367.0,45543368784.0,78719863982.0,12656371472.0,12656371472.0
568,BLI,2016,3,206437913530.0,177472699136.0,50466661539.0,98936642408.0,19511760878.0,19511760878.0
569,BLI,2017,3,217113445279.0,193079726502.0,74396462901.0,121160555564.0,29361724392.0,29361724392.0
570,BLI,2018,3,258877084739.0,164139906675.0,64110722422.0,128896594132.0,46136898129.0,46136898129.0
571,BLI,2019,3,274097759278.0,176707512004.0,61548168955.0,142792163578.0,33441032013.0,33441032013.0
572,BLI,2020,3,275623208763.0,184506689978.0,57041434599.0,155389107299.0,38416928094.0,38416928094.0
573,BLI,2021,3,219686251737.0,213011440146.0,62924252968.0,152002620803.0,49874731897.0,49874731897.0
574,BLI,2022,3,305798676287.0,236469120077.0,53318182331.0,182159758044.0,54001194035.0,54001194035.0
575,BLI,2016,4,241910411888.0,209290745449.0,88208108816.0,160638101727.0,-39840044958.0,-39840044958.0
576,BLI,2017,4,262542059826.0,232123998720.0,94397826665.0,175449121851.0,-20030140381.0,-20030140381.0
577,BLI,2018,4,312904343474.0,209404724909.0,77572874187.0,189540567700.0,-30927918315.0,-30927918315.0
578,BLI,2019,4,345439826889.0,195707203773.0,97375608163.0,238978309383.0,-61142248494.0,-61142248494.0
579,BLI,2020,4,430436459611.0,213281040989.0,98296015290.0,243448201337.0,-45343852125.0,-45343852125.0
580,BLI,2021,4,401788590935.0,260774090698.0,121089345575.0,230408379105.0,-29211835182.0,-29211835182.0
581,BLI,2022,4,395102149831.0,298851330021.0,141744118872.0,261829091544.0,-42047571069.0,-42047571069.0
582,MIG,2015,0,1401875639777.0,1240513715073.0,415363746932.0,734473320042.0,38292378489.0,38288468448.0
583,MIG,2016,0,1738475333930.0,1430054255705.0,458043983148.0,932066954352.0,70265928396.0,70255099562.0
584,MIG,2017,0,1920810167998.0,1580856311402.0,678058928247.0,1006316189064.0,44434897545.0,44368724170.0
585,MIG,2018,0,1924850397881.0,1444820547643.0,591420807048.0,1033798468079.0,108105435426.0,108105435426.0
586,MIG,2019,0,2538256116221.0,1638372662008.0,494093424805.0,1334748785319.0,141759422970.0,141759422970.0
587,MIG,2020,0,3156676144875.0,2065266819916.0,699256769152.0,1687709502053.0,193918880406.0,193918880406.0
588,MIG,2021,0,3936424423735.0,2156839104316.0,748425637569.0,1871817703278.0,224376325488.0,224376325488.0
589,MIG,2022,0,5203843388528.0,2693618269318.0,991673612748.0,2744640369396.0,159380387592.0,159380387592.0
590,MIG,2016,1,350009464550.0,301757708316.0,110201638083.0,169780369580.0,33749503339.0,33995740831.0
591,MIG,2017,1,416838237764.0,331831346525.0,137401421209.0,208587362556.0,16105623451.0,16094252275.0
592,MIG,2018,1,427794145008.0,351896660490.0,164778051529.0,219067992011.0,12016665822.0,12019352237.0
593,MIG,2019,1,456540845465.0,355467529642.0,118297614141.0,265190673302.0,29611583980.0,29611583980.0
594,MIG,2020,1,761645492182.0,452210828891.0,158441138502.0,345408604393.0,28267626010.0,28267626010.0
595,MIG,2021,1,891294964664.0,516221226220.0,211066605243.0,409309919678.0,37376099698.0,37376099698.0
596,MIG,2022,1,1247484500959.0,610329033312.0,234711042315.0,560252307373.0,67970187166.0,67970187166.0
597,MIG,2023,1,1217440382030.0,607914140688.0,218026073905.0,698645444439.0,68664815063.0,68664815063.0
598,MIG,2017,2,495970759628.0,408285783259.0,139569475043.0,257161245021.0,43150282845.0,43123432046.0
599,MIG,2018,2,364595945264.0,267138692225.0,130356798565.0,199777467363.0,61619280057.0,61981603521.0
600,MIG,2019,2,552143203046.0,428770038462.0,86056503517.0,293073025234.0,58628607266.0,58628607266.0
601,MIG,2020,2,657554653006.0,459284517566.0,170981022597.0,358672969024.0,51270629493.0,51270629493.0
602,MIG,2021,2,1012769993520.0,587137915713.0,203213133657.0,440775237397.0,78665408834.0,78665408834.0
603,MIG,2022,2,1334865549002.0,554663442863.0,210463155810.0,649990936347.0,16923707521.0,16923707521.0
604,MIG,2016,3,456766667875.0,399810115495.0,173778728807.0,250629342111.0,14700485010.0,14691395014.0
605,MIG,2017,3,511075065251.0,412677875943.0,176417757781.0,266341180384.0,6029948981.0,6068170956.0
606,MIG,2018,3,485141464012.0,328104583698.0,179000385725.0,263761604474.0,5249663505.0,5249663505.0
607,MIG,2019,3,530524703988.0,396315666265.0,128382925120.0,290947978044.0,27143222586.0,27143222586.0
608,MIG,2020,3,749479905469.0,486564129646.0,192593840720.0,396487525353.0,17538565057.0,17538565057.0
609,MIG,2021,3,779441928623.0,434301600547.0,124770465139.0,431065846013.0,32558736706.0,32558736706.0
610,MIG,2022,3,1078443023701.0,605900453924.0,226522782049.0,641221439910.0,50752912234.0,50752912234.0
611,MIG,2017,4,496926105355.0,428061305675.0,224834947921.0,224780061151.0,-20850957733.0,-20800488440.0
612,MIG,2018,4,646092083249.0,512513643051.0,117498764897.0,356252482482.0,28198918514.0,28198918514.0
613,MIG,2019,4,999047363722.0,561448300611.0,162056907147.0,483939521542.0,26306435640.0,26306435640.0
614,MIG,2020,4,970296355990.0,657229651419.0,186005649945.0,568931513189.0,95906099466.0,95906099466.0
615,MIG,2021,4,1252917536928.0,620896468747.0,203261875351.0,598572176652.0,75808215673.0,75808215673.0
616,MIG,2022,4,1543050314866.0,914162640453.0,321792084265.0,894651983704.0,24404377306.0,24404377306.0
617,PRE,2015,0,0.0,444514027831.0,241444362623.0,352108796410.0,123701211017.0,123701211017.0
618,PRE,2016,0,0.0,409093915603.0,212968296736.0,383801695756.0,112887733454.0,112887733454.0
619,PRE,2017,0,0.0,372766026420.0,169854183669.0,354981448151.0,116999052859.0,116999052859.0
620,PRE,2018,0,0.0,372902411444.0,179049582554.0,352728898743.0,126080538356.0,126080538356.0
621,PRE,2019,0,0.0,432664543412.0,211846672797.0,427675368981.0,140646455484.0,140646455484.0
622,PRE,2020,0,0.0,924274511380.0,419776843107.0,857942104257.0,252616732387.0,252616732387.0
623,PRE,2021,0,0.0,609813699042.0,247656559371.0,546025339634.0,145722286210.0,145722286210.0
624,PRE,2022,0,0.0,925549197385.0,406246326320.0,747711561510.0,152780794310.0,152780794310.0
625,PRE,2020,1,0.0,152453659302.0,71214576813.0,145076021559.0,36054230922.0,36054230922.0
626,PRE,2021,1,0.0,179360616793.0,73215923123.0,164121272163.0,32036605558.0,32036605558.0
627,PRE,2022,1,0.0,246829268389.0,109004177609.0,198698530451.0,51005609793.0,51005609793.0
628,PRE,2023,1,0.0,345023923862.0,167240603062.0,242024985679.0,36516319687.0,36516319687.0
629,PRE,2020,2,0.0,118932265906.0,55468639024.0,107224522338.0,37586883830.0,37586883830.0
630,PRE,2021,2,0.0,153268152628.0,72192771584.0,128104286471.0,32468655168.0,32468655168.0
631,PRE,2022,2,0.0,484291533196.0,219581202174.0,373484195078.0,84406474421.0,84406474421.0
632,PRE,2020,3,0.0,145222017008.0,64013494152.0,118368455088.0,32825368792.0,32825368792.0
633,PRE,2021,3,0.0,205746038650.0,110443431137.0,137953909415.0,26245431878.0,26245431878.0
634,PRE,2022,3,0.0,270490076501.0,127026873089.0,217718480010.0,13825098401.0,13825098401.0
635,PRE,2020,4,0.0,507666569164.0,229080133118.0,487273105272.0,146150248843.0,146150248843.0
636,PRE,2021,4,0.0,71438890971.0,-8195566473.0,115845871585.0,54971593606.0,54971593606.0
637,PRE,2022,4,0.0,170767587688.0,59638251057.0,156508886422.0,54549221488.0,54549221488.0
638,AIC,2016,0,462313723074.0,267624952647.0,100708336344.0,230728343245.0,5816348744.0,5816348744.0
639,AIC,2017,0,637713272735.0,411816190974.0,165371599679.0,361005201848.0,16034490032.0,16034490032.0
640,AIC,2018,0,902616182842.0,567101021068.0,243570219725.0,507855745659.0,5574560670.0,5574560670.0
641,AIC,2019,0,1180213875466.0,833661874646.0,350000533600.0,695477575430.0,8407431876.0,8407431876.0
642,AIC,2020,0,178760865201.0,110070554353.0,45087701965.0,181640284045.0,4064837480.0,4064837480.0
643,AIC,2021,0,2178945551571.0,1321278245969.0,457445214179.0,1273873697353.0,16301482698.0,16301482698.0
644,AIC,2022,0,2812266447795.0,2041268864746.0,730364314814.0,1803248057639.0,20088024255.0,20088024255.0
645,AIC,2018,1,195232110902.0,117794443374.0,51201343198.0,100223137898.0,-5779394251.0,-5779394251.0
646,AIC,2019,1,256551546242.0,178708319910.0,64870896433.0,147472459761.0,344377294.0,344377294.0
647,AIC,2020,1,344867286381.0,221635884240.0,94313467957.0,178443247340.0,-35250434087.0,-35250434087.0
648,AIC,2021,1,476153656477.0,276974558657.0,103937424795.0,239670659951.0,1646743621.0,1646743621.0
649,AIC,2022,1,656719026061.0,516956975477.0,152834186855.0,418489436244.0,16293942152.0,16293942152.0
650,AIC,2023,1,534174787412.0,356488404505.0,149828435232.0,294425288888.0,4084042052.0,4084042052.0
651,AIC,2018,2,220039684644.0,140983226715.0,67336787521.0,121174962423.0,-27649714537.0,-27649714537.0
652,AIC,2019,2,286307286329.0,211633974697.0,88076307001.0,166480085602.0,2870114198.0,2870114198.0
653,AIC,2020,2,-1110194173381.0,-723223427859.0,-291956496473.0,-577934128679.0,32075973434.0,32075973434.0
654,AIC,2021,2,533767803443.0,328524156251.0,110957973643.0,275897097360.0,1477078546.0,1477078546.0
655,AIC,2022,2,764480254375.0,535643100242.0,173414022030.0,504794686275.0,17473737767.0,17473737767.0
656,AIC,2018,3,217971353923.0,133708134015.0,53462560067.0,116293512037.0,9837204552.0,9837204552.0
657,AIC,2019,3,282911922303.0,191722260108.0,88040991384.0,149832570315.0,-795091736.0,-795091736.0
658,AIC,2020,3,428128774862.0,265238726312.0,91257561140.0,223093359529.0,830057843.0,830057843.0
659,AIC,2021,3,404314700270.0,273630656472.0,67729738582.0,260291683063.0,9687853275.0,9687853275.0
660,AIC,2022,3,629092632316.0,409643885237.0,157018166032.0,360077792274.0,-25431162546.0,-25431162546.0
661,AIC,2018,4,256598554669.0,170423361591.0,75475457870.0,163012322939.0,27936916690.0,27936916690.0
662,AIC,2019,4,354589885237.0,251602134345.0,108351635084.0,229693836995.0,6046297017.0,6046297017.0
663,AIC,2020,4,515958977339.0,346419371660.0,151473169341.0,358037805855.0,6409240290.0,6409240290.0
664,AIC,2021,4,764709391381.0,442148874589.0,174820077159.0,498010923979.0,3493140256.0,3493140256.0
665,AIC,2022,4,761974535043.0,548647512300.0,243912639897.0,493995213457.0,10678419182.0,10678419182.0
